tweet_clean,Tweet,sentiment,sentiment_scores,neg,neu,pos,compound
"['gaza', 'p', 'broke', 'fast', 'alhamdulillah', 'blessings', 'alhamdulillah', 'ramadan', 'came', 'without', 'war', '']",gaza p broke fast alhamdulillah blessings alhamdulillah ramadan came without war,positive,"{'neg': 0.16, 'neu': 0.459, 'pos': 0.381, 'compound': 0.5921}",0.16,0.459,0.381,0.5921
"['gazans', 'used', 'drone', 'film', 'huge', 'ramadan', 'breakfast', 'morning', 'put', 'snapchat', 'seeing', 'knowing', 'hostages', 'treated']",gazans used drone film huge ramadan breakfast morning put snapchat seeing knowing hostages treated,positive,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.0,0.85,0.15,0.3182
"['german', 'carnival', 'protected', 'police', 'muslim', 'attacks', 'muslim', 'ramadan', 'celebrated', 'freely', 'without', 'protection', 'yet', 'german', 'state', 'persecuting', 'patriots', 'critics', 'islamization', 'proof', 'antigerman', 'democracy', 'simulation']",german carnival protected police muslim attacks muslim ramadan celebrated freely without protection yet german state persecuting patriots critics islamization proof antigerman democracy simulation,positive,"{'neg': 0.223, 'neu': 0.499, 'pos': 0.279, 'compound': 0.4404}",0.223,0.499,0.279,0.4404
"['germany', 'marks', 'start', 'ramadan', 'another', 'deadly', 'attack', 'official', 'motive', 'yet', 'people', 'behind', 'similar', 'attacks', 'allowed', 'europe', 'accident', 'european', 'leaders', 'imported', 'radical', 'islam', 'order', 'fragment', 'subdue', 'population', 'quash', 'nationalism']",germany marks start ramadan another deadly attack official motive yet people behind similar attacks allowed europe accident european leaders imported radical islam order fragment subdue population quash nationalism,negative,"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.8442}",0.267,0.733,0.0,-0.8442
"['get', 'ready', 'day', 'ramadanwithbinance', 'campaign', 'filled', 'daily', 'activities', 'exciting', 'challenges', 'rewards', 'join', 'us', 'enjoy', 'festivities', 'unlock', 'rewards']",get ready day ramadanwithbinance campaign filled daily activities exciting challenges rewards join us enjoy festivities unlock rewards,positive,"{'neg': 0.0, 'neu': 0.293, 'pos': 0.707, 'compound': 0.9623}",0.0,0.293,0.707,0.9623
"['getting', 'prepared', 'ramadan']",getting prepared ramadan,positive,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.0,0.513,0.487,0.2263
"['getting', 'ready', 'favourite', 'time', 'year', 'share', 'children', 'facts', 'days', 'ramadan', 'one', 'goes', 'countdown', 'calendar', 'reveal', 'new', 'fact', 'everyday', 'happy', 'share', 'cards', 'anyone', 'would', 'like', '']",getting ready favourite time year share children facts days ramadan one goes countdown calendar reveal new fact everyday happy share cards anyone would like,positive,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.9022}",0.0,0.592,0.408,0.9022
"['give', 'thumbs', 'sick', 'hearing', 'word', 'ramadan', 'country']",give thumbs sick hearing word ramadan country,negative,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}",0.355,0.645,0.0,-0.5106
"['goals', 'ramadan', 'drbilalphilips', 'islam', 'ramadan', 'iou']",goals ramadan drbilalphilips islam ramadan iou,positive,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.1779}",0.0,0.746,0.254,0.1779
"['god', 'bless', 'one', 'ever', 'match', 'resilience', 'palestinian', 'people', 'happy', 'ramadan', 'everyone', 'celebrates']",god bless one ever match resilience palestinian people happy ramadan everyone celebrates,positive,"{'neg': 0.0, 'neu': 0.394, 'pos': 0.606, 'compound': 0.9062}",0.0,0.394,0.606,0.9062
"['gone', 'thirst', 'quenched', 'veins', 'assured', 'reward', 'allah', 'wills', 'may', 'allah', 'make', 'us', 'among', 'major', 'beneficiaries', 'month', 'ramadan', 'ramadan']",gone thirst quenched veins assured reward allah wills may allah make us among major beneficiaries month ramadan ramadan,positive,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8516}",0.0,0.617,0.383,0.8516
"['good', 'morning', '', 'family', 'happy', 'th', 'day', 'ramadan']",good morning family happy th day ramadan,positive,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.765}",0.0,0.431,0.569,0.765
"['gooning', 'ramadan']",gooning ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['governor', 'uba', 'sani', 'generously', 'donated', 'trucks', 'rice', 'cash', 'totaling', 'billion', 'naira', 'muslims', 'christians', 'communities', 'observing', 'ramadan', 'lent', 'respectively', 'kind', 'gesture', 'governor', 'kaduna', 'state', 'aims', 'support', 'underserved']",governor uba sani generously donated trucks rice cash totaling billion naira muslims christians communities observing ramadan lent respectively kind gesture governor kaduna state aims support underserved,positive,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.8834}",0.0,0.661,0.339,0.8834
"['graphic', 'warning', 'st', 'day', 'ramadan', 'meanwhile', 'pakistan', 'year-old', 'perfectly', 'healthy', 'boy', 'pakistan', 'dies', 'police', 'custody', 'relatives', 'claim', 'boy s', 'eyes', 'organs', 'harvested']",graphic warning st day ramadan meanwhile pakistan year-old perfectly healthy boy pakistan dies police custody relatives claim boy s eyes organs harvested,positive,"{'neg': 0.085, 'neu': 0.671, 'pos': 0.244, 'compound': 0.6705}",0.085,0.671,0.244,0.6705
"['greatest', 'concern', 'request', 'great', 'month', 'ramadan', 'reach', 'infallible', 'specialist', 'promised', 'saviour', '', '', 'thepromisedsaviour']",greatest concern request great month ramadan reach infallible specialist promised saviour thepromisedsaviour,positive,"{'neg': 0.0, 'neu': 0.402, 'pos': 0.598, 'compound': 0.8979}",0.0,0.402,0.598,0.8979
"['greatest', 'gifts', 'ramadan', '']",greatest gifts ramadan,positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.0,0.323,0.677,0.6369
"['guess', 'andrew', 'forgot', 'ramadan']",guess andrew forgot ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['guide', 'duas', 'save', 'rama n', 'beyond', '', '', 'thread']",guide duas save rama n beyond thread,positive,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}",0.0,0.652,0.348,0.4939
"['guide', 'month', 'ramadan', 'thread']",guide month ramadan thread,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['hakeem', 'olajuwon', 'played', 'jordan', 'barkley', 'robinson', 'ewing', 'fasting', 'ramadan', 'five', 'impressive', 'ramadan', 'performances', '']",hakeem olajuwon played jordan barkley robinson ewing fasting ramadan five impressive ramadan performances,positive,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.6908}",0.0,0.659,0.341,0.6908
"['handy', 'rama n', 'calendar', 'track', 'fast', 'laylat-ul', 'qadr', 'green', 'calendar', 'began', 'fast', 'saturday', 'st', 'march', 'purple', 'calendar', 'began', 'fast', 'sunday', 'nd', 'march']",handy rama n calendar track fast laylat-ul qadr green calendar began fast saturday st march purple calendar began fast sunday nd march,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['happened', 'last', 'ramadan', 'almost', 'half', 'bangladesh', 'team', 'running', 'stop', 'boundary']",happened last ramadan almost half bangladesh team running stop boundary,negative,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",0.196,0.804,0.0,-0.296
"['happy', 'new', 'month', 'happy', 'ramadan']",happy new month happy ramadan,positive,"{'neg': 0.0, 'neu': 0.288, 'pos': 0.712, 'compound': 0.8126}",0.0,0.288,0.712,0.8126
"['happy', 'ramadan']",happy ramadan,positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.0,0.213,0.787,0.5719
"['happy', 'ramadan', 'aim', 'hurt', 'conquer', 'us', 'time', 'caught', 'divulge', 'every', 'method', 'used', 'detect', 'give', 'complete', 'set', 'prosecution', 'papers', 'including', 'everything', 'use', 'called', 'disclosure', 'criminals', 'learn', 'beat']",happy ramadan aim hurt conquer us time caught divulge every method used detect give complete set prosecution papers including everything use called disclosure criminals learn beat,negative,"{'neg': 0.286, 'neu': 0.611, 'pos': 0.103, 'compound': -0.765}",0.286,0.611,0.103,-0.765
"['happy', 'ramadan', 'busy', 'created']",happy ramadan busy created,positive,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.0,0.26,0.74,0.6908
"['happy', 'ramadan', 'cult', 'muhammad']",happy ramadan cult muhammad,positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.0,0.448,0.552,0.5719
"['happy', 'ramadan', 'everyone']",happy ramadan everyone,positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.0,0.351,0.649,0.5719
"['happy', 'ramadan', 'everyone', 'press', '', 'bacon', 'egg', 'roll', 'instead']",happy ramadan everyone press bacon egg roll instead,positive,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.0,0.654,0.346,0.5719
"['happy', 'ramadan', 'happy', 'new', 'week', 'people', 'people', 'fasting', 'reply', 'let', 'dm']",happy ramadan happy new week people people fasting reply let dm,positive,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.8126}",0.0,0.549,0.451,0.8126
"['happy', 'ramadan', 'know', 'story', 'teach', 'cousinfuckers', 'like', '', 'became', 'depressed', 'face', 'slashed', 'suffered', 'brain', 'haemorrhage', 'fractured', 'skull', 'broken', 'jaw', 'following', 'attack', 'one', 'recording', 'hussain', 'said', 'mocking']",happy ramadan know story teach cousinfuckers like became depressed face slashed suffered brain haemorrhage fractured skull broken jaw following attack one recording hussain said mocking,negative,"{'neg': 0.427, 'neu': 0.42, 'pos': 0.153, 'compound': -0.8779}",0.427,0.42,0.153,-0.8779
"['happy', 'ramadan', 'london']",happy ramadan london,positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.0,0.351,0.649,0.5719
"['happy', 'ramadan', 'mubarak', 'giveaway', 'x', 'k', 'challenge', 'accounts', 'follow', 'must', 'vote', 'fundingpips']",happy ramadan mubarak giveaway x k challenge accounts follow must vote fundingpips,positive,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}",0.0,0.667,0.333,0.6124
"['happy', 'ramadan', 'stranger', 'rape', 'child', 'trains', 'toilet', 'predator', 'locked', 'year-old', 'girl', 'inside', 'train', 'toilet', 'raped', 'jailed', 'years', 'awsaf', 'ahmed', 'even', 'messaged', 'teenager', 'next', 'day', 'asking', 'enjoyed', 'sickening', 'sex', 'attack', 'ahmed']",happy ramadan stranger rape child trains toilet predator locked year-old girl inside train toilet raped jailed years awsaf ahmed even messaged teenager next day asking enjoyed sickening sex attack ahmed,negative,"{'neg': 0.388, 'neu': 0.469, 'pos': 0.143, 'compound': -0.9186}",0.388,0.469,0.143,-0.9186
"['hating', 'muslims', 'showing', 'best', 'food', 'known', 'man', 'relying', 'audience', 'dumb', 'understand', 'ramadan', 'fast', 'works']",hating muslims showing best food known man relying audience dumb understand ramadan fast works,negative,"{'neg': 0.303, 'neu': 0.505, 'pos': 0.193, 'compound': -0.34}",0.303,0.505,0.193,-0.34
"['headline', 'vs', 'reality', 'ramadan', 'jerusalem', 'media', 'highlights', 'clashes', 'al-aqsa', 'ignoring', 'hamas', 'calls', 'violence', 'israeli', 'police', 'prevent', 'unrest', 'meanwhile', 'hundreds', 'thousands', 'pray', 'peacefully', 'conflict', 'sells', 'facts', 'often']",headline vs reality ramadan jerusalem media highlights clashes al-aqsa ignoring hamas calls violence israeli police prevent unrest meanwhile hundreds thousands pray peacefully conflict sells facts often,negative,"{'neg': 0.253, 'neu': 0.557, 'pos': 0.189, 'compound': -0.5106}",0.253,0.557,0.189,-0.5106
"['heart', 'may', 'feel', 'heavy', 'ramadan', 'month', 'healing', 'let', 'allah', 'mend', 'broken']",heart may feel heavy ramadan month healing let allah mend broken,positive,"{'neg': 0.19, 'neu': 0.552, 'pos': 0.258, 'compound': 0.2732}",0.19,0.552,0.258,0.2732
"['heartbreaking', 'karim', 'dahamsha', 'year-old', 'arab', 'israeli', 'muslim', 'murdered', 'palestinian', 'terrorist', 'haifa', 'ramadan', 'hamas', 'even', 'praised', 'attack', 'pure', 'evil', 'may', 'rest', 'peace']",heartbreaking karim dahamsha year-old arab israeli muslim murdered palestinian terrorist haifa ramadan hamas even praised attack pure evil may rest peace,negative,"{'neg': 0.486, 'neu': 0.347, 'pos': 0.166, 'compound': -0.9313}",0.486,0.347,0.166,-0.9313
"['heartbreaking', 'mother', 'year', 'old', 'ibrahim', 'ramadan', 'weeps', 'uncontrollably', 'viewing', 'body', 'son', 'brutally', 'murdered', 'leaving', 'prayers', 'last', 'evening', 'young', 'people', 'could', 'tomorrow', 'mothers', 'could', 'crying', 'tomorrow']",heartbreaking mother year old ibrahim ramadan weeps uncontrollably viewing body son brutally murdered leaving prayers last evening young people could tomorrow mothers could crying tomorrow,negative,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.9607}",0.505,0.495,0.0,-0.9607
"['heartwarming', 'iftar', 'orphans', 'today', 'handful', 'simple', 'ingredients', 'turned', 'table', 'full', 'love', 'sharing', 'iftar', 'orphans', 'reminded', 'true', 'abundance', 'comes', 'heart', 'grateful', 'beyond', 'words', 'ramadan', 'islam', 'iftar', 'orphans', 'muslims']",heartwarming iftar orphans today handful simple ingredients turned table full love sharing iftar orphans reminded true abundance comes heart grateful beyond words ramadan islam iftar orphans muslims,positive,"{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.9643}",0.0,0.511,0.489,0.9643
"['hell', 'ramadan', 'real', 'fasting', 'muslims', 'fast', 'better', 'christians', 'discourse', 'going', 'around', 'never', 'seen', 'previous', 'ramadan']",hell ramadan real fasting muslims fast better christians discourse going around never seen previous ramadan,negative,"{'neg': 0.224, 'neu': 0.634, 'pos': 0.141, 'compound': -0.4019}",0.224,0.634,0.141,-0.4019
"['helping', 'mom', 'ramadan', 'stuff', 'grow', 'older', 'thinking', 'tired', 'must', 'felt', 'alone', 'bunch', 'annoying', 'kids']",helping mom ramadan stuff grow older thinking tired must felt alone bunch annoying kids,negative,"{'neg': 0.384, 'neu': 0.505, 'pos': 0.111, 'compound': -0.6597}",0.384,0.505,0.111,-0.6597
"['here s', 'serious', 'critique', 'ramadan', 'fasting', 'whole', 'point', 'show', 'empathy', 'poor', 'hungry', 'gorge', 'moment', 'sun', 'goes', 'muslims', 'average', 'gain', 'weight', 'month', 'losing', 'weight']",here s serious critique ramadan fasting whole point show empathy poor hungry gorge moment sun goes muslims average gain weight month losing weight,negative,"{'neg': 0.238, 'neu': 0.646, 'pos': 0.116, 'compound': -0.3818}",0.238,0.646,0.116,-0.3818
"['hindu', 'woman', 'sells', 'fruits', 'outside', 'mosque', 'according', 'muslims', 'help', 'never', 'bother', 'discriminate', 'business', 'well', 'ramadan']",hindu woman sells fruits outside mosque according muslims help never bother discriminate business well ramadan,positive,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.7037}",0.0,0.637,0.363,0.7037
"['holy', 'month', 'ramadan', 'begins', 'extend', 'warmest', 'wishes', 'muslim', 'brothers', 'sisters', 'across', 'ghana', 'beyond', 'sacred', 'period', 'fasting', 'prayer', 'reflection', 'drawing', 'closer', 'allah', 'strengthening', 'bonds', 'compassion', 'unity', 'generosity']",holy month ramadan begins extend warmest wishes muslim brothers sisters across ghana beyond sacred period fasting prayer reflection drawing closer allah strengthening bonds compassion unity generosity,positive,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.926}",0.0,0.563,0.437,0.926
"['holy', 'month', 'ramadan', 'let', 'us', 'show', 'children', 'gaza', 'alone', 'help', 'alleviate', 'suffering', 'give', 'generously']",holy month ramadan let us show children gaza alone help alleviate suffering give generously,positive,"{'neg': 0.248, 'neu': 0.485, 'pos': 0.267, 'compound': 0.1027}",0.248,0.485,0.267,0.1027
"['holy', 'month', 'ramadan', 'tharki', 'maulana', 'harassing', 'females', 'train', '', 'people', 'broke', 'roza', 'proper', 'treatment']",holy month ramadan tharki maulana harassing females train people broke roza proper treatment,negative,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.743}",0.364,0.636,0.0,-0.743
"['holyprophet', 'sawa', 'said', 'supplication', 'du', 'weapon', 'believer', 'pillar', 'religion', 'light', 'heavens', 'earth', 'prophetmohammad', 'rasulullah', 'prophetmuhammad', 'ahlulbayt', 'ramadan', 'ramadhan', 'ramazan', 'dua']",holyprophet sawa said supplication du weapon believer pillar religion light heavens earth prophetmohammad rasulullah prophetmuhammad ahlulbayt ramadan ramadhan ramazan dua,positive,"{'neg': 0.096, 'neu': 0.786, 'pos': 0.118, 'compound': 0.128}",0.096,0.786,0.118,0.128
"['hope', 'ramadan', 'fixes']",hope ramadan fixes,positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.0,0.408,0.592,0.4404
"['hours', 'passed', 'without', 'single', 'bite', 'food', 'entering', 'million', 'muslims', 'gaza', 'month', 'ramadan']",hours passed without single bite food entering million muslims gaza month ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['humiliated', 'ramadan']",humiliated ramadan,negative,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34}",0.706,0.294,0.0,-0.34
"['ibrahima', 'konat', 'want', 'mo', 'salah', 'get', 'injured', 'putting', 'ramadan', 'decorations']",ibrahima konat want mo salah get injured putting ramadan decorations,negative,"{'neg': 0.225, 'neu': 0.667, 'pos': 0.108, 'compound': -0.34}",0.225,0.667,0.108,-0.34
"['ideal', 'ramadan']",ideal ramadan,positive,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267}",0.0,0.227,0.773,0.5267
"['idk', 'describe', 'literally', 'feel', 'ramadan', 'air']",idk describe literally feel ramadan air,negative,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.1027}",0.219,0.781,0.0,-0.1027
"['im', 'even', 'feeling', 'hungry', 'thirsty', 'ramadan', 'extremely', 'exhausted', 'sleepy', 'like', 'never']",im even feeling hungry thirsty ramadan extremely exhausted sleepy like never,positive,"{'neg': 0.185, 'neu': 0.531, 'pos': 0.283, 'compound': 0.1206}",0.185,0.531,0.283,0.1206
"['im', 'lowkey', 'excited', 'ramadan', 'miss', 'sense', 'routine', 'gives']",im lowkey excited ramadan miss sense routine gives,positive,"{'neg': 0.16, 'neu': 0.6, 'pos': 0.24, 'compound': 0.2023}",0.16,0.6,0.24,0.2023
"['imagine', 'breaking', 'ramadan', 'fast', 'front', 'kaaba']",imagine breaking ramadan fast front kaaba,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['imagine', 'eating', 'two', 'huge', 'meals', 'day', 'entire', 'month', 'calling', 'fasting', 'ramadan']",imagine eating two huge meals day entire month calling fasting ramadan,positive,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.0,0.813,0.187,0.3182
"['ina', 'yan', 'first', 'ramadan', 'habiby', 'try', 'see', 'hw', 'husband', 'following', 'order']",ina yan first ramadan habiby try see hw husband following order,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['india', 'championstrophy', 'defeating', 'new', 'zealand', 'pakistan', 'congress', 'hosted', 'islamic', 'nation', 'holy', 'month', 'ramadan']",india championstrophy defeating new zealand pakistan congress hosted islamic nation holy month ramadan,negative,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.3818}",0.178,0.822,0.0,-0.3818
"['indian', 'muslim', 'kerala', 'telling', 'mid', 'match', 'mohd', 'shami', 'drink', 'water', 'ramadan']",indian muslim kerala telling mid match mohd shami drink water ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['indonesia', 'muslims', 'forcing', 'people', 'coffee', 'shop', 'ramadan']",indonesia muslims forcing people coffee shop ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['indonesia', 'muslims', 'hunting', 'anyone', 'observe', 'ramadan', 'even', 'christians', 'islam', 'coming', 'soon', 'neighborhood', 'europe']",indonesia muslims hunting anyone observe ramadan even christians islam coming soon neighborhood europe,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['indonesia', 'muslims', 'hunting', 'anyone', 'observe', 'ramadan', 'including', 'christians', 'beauty', 'islam']",indonesia muslims hunting anyone observe ramadan including christians beauty islam,positive,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.0,0.703,0.297,0.5859
"['invite', 'muslims', 'skip', 'ramadan', 'come', 'christ']",invite muslims skip ramadan come christ,positive,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.1531}",0.0,0.758,0.242,0.1531
"['iranian', 'woman', 'paints', 'picture', 'iranian', 'carpets', 'titled', 'ramadan', 'month', 'goodness']",iranian woman paints picture iranian carpets titled ramadan month goodness,positive,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}",0.0,0.75,0.25,0.4588
"['', '', 'iraqi', 'sheikh', 'expresses', 'feelings', 'towards', 'leader', 'islamic', 'revolution', 'ayatollah', 'sayyed', 'ali', 'khamenei', 'hussainiya', 'imam', 'khomeini', 'first', 'day', 'month', 'ramadan', 'son', 'zahra', 'parted', 'brother', 'beloved', 'sayyed', 'hassan', 'nasrallah']",iraqi sheikh expresses feelings towards leader islamic revolution ayatollah sayyed ali khamenei hussainiya imam khomeini first day month ramadan son zahra parted brother beloved sayyed hassan nasrallah,positive,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.5106}",0.0,0.887,0.113,0.5106
"['ishowspeed', 'wished', 'viewers', 'happy', 'ramadan']",ishowspeed wished viewers happy ramadan,positive,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.0,0.519,0.481,0.5719
"['islam', 'quran', 'say', 'women', 'call', 'two', 'witnesses', 'among', 'men', 'two', 'witnesses', 'two', 'men', 'hand', 'man', 'two', 'women', 'needed', 'virgins', 'await', 'enter', 'paradise', 'ok', 'sex', 'wives', 'ramadan']",islam quran say women call two witnesses among men two witnesses two men hand man two women needed virgins await enter paradise ok sex wives ramadan,positive,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.875}",0.0,0.667,0.333,0.875
"['islamization', 'nypd', 'rages', 'first', 'time', 'ever', 'nypd', 'held', 'crescent', 'lighting', 'ceremony', 'mark', 'ramadan', 'yet', 'another', 'propaganda', 'stunt', 'push', 'islam', 'deeper', 'law', 'enforcement', 'manufactured', 'holiday', '', 'golden', 'islamic', 'crescent', 'displayed']",islamization nypd rages first time ever nypd held crescent lighting ceremony mark ramadan yet another propaganda stunt push islam deeper law enforcement manufactured holiday golden islamic crescent displayed,negative,"{'neg': 0.155, 'neu': 0.762, 'pos': 0.082, 'compound': -0.34}",0.155,0.762,0.082,-0.34
"['israel', 'approves', 'u', 'proposal', 'extend', 'ceasefire', 'gaza', 'ramadan', 'jewish', 'passover']",israel approves u proposal extend ceasefire gaza ramadan jewish passover,positive,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5267}",0.0,0.645,0.355,0.5267
"['israel', 'bombing', 'palestinians', 'ramadan', 'may', 'allah', 'protect', 'people', 'gaza', 'keep', 'prayers']",israel bombing palestinians ramadan may allah protect people gaza keep prayers,positive,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}",0.0,0.794,0.206,0.3818
"['israel', 'bombing', 'us', 'gaza', 'right', 'people', 'bombed', 'holy', 'month', 'ramadan']",israel bombing us gaza right people bombed holy month ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['israel', 'killed', 'amo', 'khaled', 'ramadan', 'message', 'last', 'year', 'great', 'human', 'taken', 'us']",israel killed amo khaled ramadan message last year great human taken us,negative,"{'neg': 0.242, 'neu': 0.538, 'pos': 0.22, 'compound': -0.1027}",0.242,0.538,0.22,-0.1027
"['israel', 'starving', 'gaza', 'ramadan', 'israel', 'starving', 'gaza', 'ramadan', 'israel', 'starving', 'gaza', 'ramadan', 'israel', 'starving', 'gaza', 'ramadan', 'israel', 'starving', 'gaza', 'ramadan', 'israel', 'starving', 'gaza', 'ramadan', 'israel', 'starving', 'gaza', 'ramadan']",israel starving gaza ramadan israel starving gaza ramadan israel starving gaza ramadan israel starving gaza ramadan israel starving gaza ramadan israel starving gaza ramadan israel starving gaza ramadan,negative,"{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.9559}",0.483,0.517,0.0,-0.9559
"['israel', 'starving', 'innocent', 'people', 'gaza', 'religious', 'holy', 'month', 'ramadan', 'collective', 'punishment', 'war', 'crime', 'western', 'leaders', 'care', 'brown', 'lives', 'go', 'war', 'ukraine', 'utter', 'even', 'one', 'word', 'support', 'palestine']",israel starving innocent people gaza religious holy month ramadan collective punishment war crime western leaders care brown lives go war ukraine utter even one word support palestine,negative,"{'neg': 0.388, 'neu': 0.426, 'pos': 0.186, 'compound': -0.875}",0.388,0.426,0.186,-0.875
"['israel', 'starving', 'innocent', 'people', 'gaza', 'religious', 'holy', 'month', 'ramadan', 'free', 'palestine', '']",israel starving innocent people gaza religious holy month ramadan free palestine,positive,"{'neg': 0.17, 'neu': 0.485, 'pos': 0.345, 'compound': 0.4404}",0.17,0.485,0.345,0.4404
"['israel', 'stopped', 'aid', 'going', 'gaza', 'second', 'day', 'holy', 'month', 'ramadan', 'never', 'ceasefire', 'siege', 'warfare', 'slow', 'motion', 'via', 'weaponized', 'famine']",israel stopped aid going gaza second day holy month ramadan never ceasefire siege warfare slow motion via weaponized famine,negative,"{'neg': 0.091, 'neu': 0.818, 'pos': 0.091, 'compound': -0.0031}",0.091,0.818,0.091,-0.0031
"['israeli', 'ambassador', 'attended', 'ramadan', 'iftar', 'abu', 'dhabi', 'hosted', 'uae', 'mister', 'state', 'khalifa', 'shaheen', 'al', 'marar', 'amid', 'ongoing', 'criticism', 'israel', 'blockade', 'food', 'aid', 'gaza']",israeli ambassador attended ramadan iftar abu dhabi hosted uae mister state khalifa shaheen al marar amid ongoing criticism israel blockade food aid gaza,negative,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4404}",0.116,0.884,0.0,-0.4404
"['japanese', 'ambassador', 'uk', 'celebrates', 'st', 'david', 'day', 'king', 'charles', 'former', 'prince', 'wales', 'celebrates', 'ramadan', 'japanese', 'ambassador', 'paid', 'respect', 'welsh', 'culture', 'taking', 'part', 'st', 'david', 'day', 'celebrations', 'king', 'charles', 'shared', 'ramadan', 'message']",japanese ambassador uk celebrates st david day king charles former prince wales celebrates ramadan japanese ambassador paid respect welsh culture taking part st david day celebrations king charles shared ramadan message,positive,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.9169}",0.0,0.677,0.323,0.9169
