Unnamed: 0.1,Unnamed: 0,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
,,1894402899817762994,Tue Feb 25 15:03:42 +0000 2025,28532,I love the fact that Ramadan always comes around when the hearts are heavy and the souls are tired.,1894402899817762994,,,en,,362,49,12597,https://x.com/piousdeenn/status/1894402899817762994,1417023915868651524,piousdeenn
,,1896598624261599399,Mon Mar 03 16:28:43 +0000 2025,985,Lokutan karban addua a Ramadan. - Shiekh Aminu Ibrahim Daurawa. https://t.co/dgffS2qP6S,1896598624261599399,https://pbs.twimg.com/amplify_video_thumb/1896598499635982336/img/86etotL7EDe-HS0Y.jpg,,in,Abuja/Kaduna,3,6,423,https://x.com/el_uthmaan/status/1896598624261599399,1039267748,el_uthmaan
,,1895557123787882657,Fri Feb 28 19:30:10 +0000 2025,23020,Wishing all Muslims in the UK the Commonwealth and around the world a blessed and peaceful Ramadan. #RamadanMubarak https://t.co/VboI2aexfz,1895557123787882657,https://pbs.twimg.com/media/Gk5fJGGWUAA2hhl.jpg,,en,United Kingdom,664,6073,2566,https://x.com/RoyalFamily/status/1895557123787882657,36042554,RoyalFamily
,,1896561317236150737,Mon Mar 03 14:00:29 +0000 2025,1129,GIVEAWAY SAMSUNG A55 Caranya: 1. Follow @tokopedia 2. Repost &amp; Like tweet ini 3. Reply dengan menjawab pertanyaan Sebutkan promo apa aja yang kamu tunggu-tunggu di Ramadan Ekstra Seru Promo Akbar 3.3! 4. Pakai hashtag #RamadanEkstraSeru Komen sebanyak-banyaknya biar https://t.co/fPuzHL40pC,1896561317236150737,https://pbs.twimg.com/media/GlHwd3qXYAAro01.jpg,,in,,26,6509,973,https://x.com/tokopedia/status/1896561317236150737,72293042,tokopedia
,,1654326594469789696,Fri May 05 03:26:10 +0000 2023,2334,Bulan Ramadan hingga Lebaran menjadi berkah yang besar bagi para pedagang Pasar Tanah Abang. Pendapatan mereka meningkat signifikan. Ada yang omzetnya naik 80% 60% 50% semuanya naik. Peningkatan penjualan yang mereka alami sesuai dengan apa yang ditargetkan pemerintah. https://t.co/n21G4tkixH,1654326594469789696,https://pbs.twimg.com/media/FvVZRTtagAEKIBB.jpg,,in,Jakarta,9,63,214,https://x.com/jokowi/status/1654326594469789696,366987179,jokowi
,,1896758843750621207,Tue Mar 04 03:05:23 +0000 2025,57847, Ramadan untuk tahun² berikutnya. Semoga kita semua sehat dan panjang umur. https://t.co/VO4LjFRds5,1896758843750621207,https://pbs.twimg.com/media/GlKkHdBXEAEYGOX.jpg,,in,Indonesia,1040,499,9822,https://x.com/tanyakanrl/status/1896758843750621207,1331650559518990336,tanyakanrl
,,1896776050748920064,Tue Mar 04 04:13:45 +0000 2025,59250,Imagine eating two huge meals a day for an entire month and calling it fasting . This is Ramadan. https://t.co/8dZ0KxB88j,1896776050748920064,https://pbs.twimg.com/amplify_video_thumb/1896270115852726272/img/fCJbrLidRY05I1Zj.jpg,,en,,960,3078,6452,https://x.com/realMaalouf/status/1896776050748920064,1316995857242378240,realMaalouf
,,1896338576364994712,Sun Mar 02 23:15:23 +0000 2025,3557,M.A.G.N.I.F.I.Q.U.E Le croissant lunaire de #Ramadan au-dessus de la mosquée Prophétique d'Al #Madinah pour cette 3ème nuit. https://t.co/xH1SXCswdQ,1896338576364994712,https://pbs.twimg.com/media/GlEl4cPXIAAgaHS.jpg,,fr,Kingdom of Saudi Arabia,3,4,363,https://x.com/SaudiNewsFR/status/1896338576364994712,1421359254,SaudiNewsFR
,,1897347922083434954,Wed Mar 05 18:06:10 +0000 2025,1767,Je souhaite un bon Carême et un bon Ramadan à mes compatriotes chrétiens et musulmans. Que l'Éternel vous fortifie dans votre foi. Je vous exprime toute ma solidarité en tant que croyante juive.,1897347922083434954,,,fr,Ça ne vous regarde pas,10,131,215,https://x.com/Linformatrice1/status/1897347922083434954,1617081313164509184,Linformatrice1
,,1896417762672787589,Mon Mar 03 04:30:03 +0000 2025,8265,Ramadan day 3- Du a for success https://t.co/QxVhQGJMsB,1896417762672787589,https://pbs.twimg.com/media/GlFt5mlWoAAetSF.jpg,,en,,16,36,1305,https://x.com/aiishadahir/status/1896417762672787589,1084130057977769984,aiishadahir
,,1897187166641598560,Wed Mar 05 07:27:23 +0000 2025,1702,Wie lange geht dieser #Ramadan eigentlich? https://t.co/eHH4Pkpebc,1897187166641598560,https://pbs.twimg.com/ext_tw_video_thumb/1897187116309688320/pu/img/EKQUT4fsODju_7Ot.jpg,,de,Deutschland,23,96,347,https://x.com/KollwitzUl55455/status/1897187166641598560,1701448480500113408,KollwitzUl55455
,,1897318694361211284,Wed Mar 05 16:10:01 +0000 2025,122,Muslims fasting for Ramadan Google: https://t.co/NNJWe9zb0Z,1897318694361211284,https://pbs.twimg.com/media/GlShS4VXkAEffbQ.jpg,,en,Deleted,1,77,44,https://x.com/WittyLevi/status/1897318694361211284,1084217806005112839,WittyLevi
,,1896211424537370926,Sun Mar 02 14:50:08 +0000 2025,505,Ramadan: Coci ya raba wa musulmi kayan abinci a Kaduna Ƙarin bayani - https://t.co/h5U01HyeBu https://t.co/63JEsoDcnP,1896211424537370926,https://pbs.twimg.com/media/GlCyPhUWkAA4vwt.jpg,,in,London,3,18,25,https://x.com/bbchausa/status/1896211424537370926,18168536,bbchausa
,,1896536844910960837,Mon Mar 03 12:23:14 +0000 2025,3310,Une humoriste iranienne se moque des corbeaux de la république islamique en Iran qui veulent imposer leurs croyances à tout le monde #ramadan https://t.co/JPsA2XGlzp,1896536844910960837,https://pbs.twimg.com/amplify_video_thumb/1896536755127394304/img/r7w-LmiBM6206XP1.jpg,,fr,"Paris, France",51,73,1112,https://x.com/femmeazadi/status/1896536844910960837,1591136052277874704,femmeazadi
,,1896961047837499890,Tue Mar 04 16:28:52 +0000 2025,3450,Muslims enjoying a peaceful second day of Ramadan at Hagia Sophia 🇹🇷 https://t.co/lo3awrQ503,1896961047837499890,https://pbs.twimg.com/ext_tw_video_thumb/1896961016497385514/pu/img/MRuF-ZEiLdST3srZ.jpg,,en,Bukhara,146,376,229,https://x.com/DailyTurkic/status/1896961047837499890,1383966392479715336,DailyTurkic
,,1897260100349518139,Wed Mar 05 12:17:11 +0000 2025,5970, Ramadan has started! https://t.co/pw0toPCqY0,1897260100349518139,https://pbs.twimg.com/media/GlRsAMhW0AAXXxa.jpg,,en,Brussels/München,3,24,310,https://x.com/PepijnDemortier/status/1897260100349518139,4745527229,PepijnDemortier
,,1896789984126107942,Tue Mar 04 05:09:07 +0000 2025,932,A Hindu woman sells fruits outside a mosque. According to her 'Muslims help her and never bother or discriminate. Her business is doing well in Ramadan' https://t.co/Lo3O6nS9cY,1896789984126107942,https://pbs.twimg.com/ext_tw_video_thumb/1896789882371964928/pu/img/PJHKKzTpjhc51XJ-.jpg,,en,Worldwide,6,10,240,https://x.com/Gabbar0099/status/1896789984126107942,934737940827090944,Gabbar0099
,,1775298612160807288,Tue Apr 02 23:05:47 +0000 2024,67,The massive making of 4800 Kg of Prasad in Ajmer Dargah for the Ramadan. https://t.co/GXso61i4qD,1775298612160807288,https://pbs.twimg.com/amplify_video_thumb/1775298460872261632/img/rpuc8OopNXUZKrb3.jpg,,en,,6,9,19,https://x.com/InterestingSTEM/status/1775298612160807288,1659871093513920512,InterestingSTEM
,,1897421283882582294,Wed Mar 05 22:57:41 +0000 2025,977,#Ramadan_day_6 https://t.co/v1OTek0IJI,1897421283882582294,https://pbs.twimg.com/media/GlT-mZza4AEXc4l.jpg,,qme,,2,24,148,https://x.com/RoShZiMu/status/1897421283882582294,1272433334392516610,RoShZiMu
,,1896596611033440389,Mon Mar 03 16:20:43 +0000 2025,1375,This is the best video I have watched on the internet this Ramadan. SubhanAllah! He said: I have spent my entire life helping others but this is the first time I have received help. https://t.co/B3ONkc3bDM,1896596611033440389,https://pbs.twimg.com/amplify_video_thumb/1896596492359528455/img/GG4ISTbjT8LOXtmy.jpg,,en,Nigeria,19,18,435,https://x.com/zaMusbeyNe_/status/1896596611033440389,1002325736064212999,zaMusbeyNe_
,,1896353272245661764,Mon Mar 03 00:13:47 +0000 2025,9475,Recite this Dua frequently especially during Ramadan https://t.co/kUVqzTLBu0,1896353272245661764,https://pbs.twimg.com/media/GlEzPwKbwAAHmhp.jpg,,en,World Wide,18,39,1895,https://x.com/Al__Quraan/status/1896353272245661764,1230733029070397442,Al__Quraan
,,1897389006331207898,Wed Mar 05 20:49:25 +0000 2025,1178,On pourrait pensé à une œuvre d'art mais non ! Cette photo est bien réelle et a été prise durant la prière du Maghreb. #Ramadan #Ramadan1446 #Ramadan2025 https://t.co/n5168etC9P,1897389006331207898,https://pbs.twimg.com/media/GlThPikWwAAJ17k.jpg,,fr,Kingdom of Saudi Arabia,3,2,116,https://x.com/SaudiNewsFR/status/1897389006331207898,1421359254,SaudiNewsFR
,,1896503624798494908,Mon Mar 03 10:11:14 +0000 2025,1171,Banyakkan membaca al-Quran pada bulan Ramadan. Antara sunnah salaf ialah mengkhatamkan al-Quran sebanyak mungkin dalam bulan Ramadan. https://t.co/aRYKMcNquw,1896503624798494908,https://pbs.twimg.com/media/GlG7_gzasAADCVG.jpg,,in,"Kedah, Malaysia",2,2,500,https://x.com/ustazwadiannuar/status/1896503624798494908,1373811273012441095,ustazwadiannuar
,,1897101366113526159,Wed Mar 05 01:46:26 +0000 2025,1645,4 Ramadan. Banyak perkara yang kita akan rasa bimbang dan takut di dunia ini. Namun ada satu kebimbangan dan ketakutan yang Rasulullah SAW khususkan satu doa agar kita berlindung daripadanya. Dan itu adalah takut jika tersesat daripada jalan kebenaran. Ini doa yang Baginda https://t.co/XK2Itqdb4z,1897101366113526159,https://pbs.twimg.com/media/GlPboiga4AUtksd.jpg,,in,Dapatkan buku:,1,1,948,https://x.com/fakhrifadzli/status/1897101366113526159,227192156,fakhrifadzli
,,1896885968059441534,Tue Mar 04 11:30:31 +0000 2025,7356,Feliz Ramadán!!! https://t.co/quoFlB83zF,1896885968059441534,https://pbs.twimg.com/media/GlMXvC0XwAAyDKB.jpg,,es,"Valencia, España",35,236,1421,https://x.com/rafetavlc/status/1896885968059441534,479421345,rafetavlc
,,1897172015733465531,Wed Mar 05 06:27:10 +0000 2025,10960,[FULL VERSION] Ramadan Public Lecture Anies Rasyid Baswedan S.E M.P.P Ph.D Senin 3 Maret 2025 Masjid Kampus UGM https://t.co/J9dwpDCeRc,1897172015733465531,https://pbs.twimg.com/amplify_video_thumb/1897169291424018432/img/eQytxz6-8RCHKMAW.jpg,,in,Warteg,93,89,2487,https://x.com/BosPurwa/status/1897172015733465531,1068371293290946561,BosPurwa
,,1896593352537280705,Mon Mar 03 16:07:46 +0000 2025,4535,This Ozain Ramadan skit is the funniest you'd watch today https://t.co/sKwGpCUbLh,1896593352537280705,https://pbs.twimg.com/ext_tw_video_thumb/1896593140749877248/pu/img/zbAPhg9SgtPhK7RZ.jpg,,en,Nigeria,86,125,1114,https://x.com/AWholeSalmanPR/status/1896593352537280705,1452566006484897794,AWholeSalmanPR
,,1896234811477680194,Sun Mar 02 16:23:04 +0000 2025,2160,I will post this on every Ramadan https://t.co/yNVW7MTdwP,1896234811477680194,https://pbs.twimg.com/ext_tw_video_thumb/1896234723241857024/pu/img/laA8IEAi-l6Qx8W8.jpg,,en,Nightmares of Islamophobes,33,34,355,https://x.com/Ishaaq__Newton/status/1896234811477680194,1267496738333523968,Ishaaq__Newton
,,1897044272295366869,Tue Mar 04 21:59:34 +0000 2025,7885,Lent was formalized at the Council of Nicaea before Islam was even around. Lent is not a Catholic Ramadan Ramadan is a Muslim Lent! https://t.co/O5GzvyUk1c,1897044272295366869,https://pbs.twimg.com/ext_tw_video_thumb/1897044190917484546/pu/img/bDo7u1oKV3KqyhCm.jpg,,en,"Scottsdale, AZ",86,353,1090,https://x.com/CforCatholics/status/1897044272295366869,1628481937559162880,CforCatholics
,,1896561208536576031,Mon Mar 03 14:00:03 +0000 2025,20957,🇵🇸 A Palestinian girl makes Ramadan decorations among the remains of her home. https://t.co/d58zgyCOO0,1896561208536576031,https://pbs.twimg.com/ext_tw_video_thumb/1896533714491813888/pu/img/lCqU6EUexsGwKnk0.jpg,,en,"Miami, FL",63,180,4293,https://x.com/jacksonhinklle/status/1896561208536576031,1151913018936053760,jacksonhinklle
,,1897461106626715873,Thu Mar 06 01:35:55 +0000 2025,119,Tahun 2030 bakalan ada 2 kali Ramadan yaitu di Januari dan Desember. Wah dapat 2 kali THR nih. https://t.co/PY89oJ6m38,1897461106626715873,https://pbs.twimg.com/media/GlUi0hebQAEVqNp.jpg,,in,,2,13,45,https://x.com/MiskinTV_/status/1897461106626715873,1437750326707191812,MiskinTV_
,,1897238841360351599,Wed Mar 05 10:52:43 +0000 2025,373,wah beneran guys di lazada ramadan 3.3 sale bisa Belanja Serba 14.460 plus Ada Diskon Sampai 80persen fix sih ini lazada lagi sedekah cuyyy,1897238841360351599,,,in,🌊,2,407,350,https://x.com/battosaixyz/status/1897238841360351599,1514190619811651589,battosaixyz
,,1896623572527030727,Mon Mar 03 18:07:51 +0000 2025,19388,Helping your mom with Ramadan stuff as you grow older and thinking of how tired she must have felt doing it alone with a bunch of annoying kids https://t.co/NCLj4FXXCR,1896623572527030727,https://pbs.twimg.com/tweet_video_thumb/GlIpBZlW0AAclc9.jpg,,en,,302,20,4741,https://x.com/itsalwaysmaryam/status/1896623572527030727,1436776400653012998,itsalwaysmaryam
,,1897006960865612240,Tue Mar 04 19:31:18 +0000 2025,15319,48 hours have passed without a single bite of food entering for more than 2 million Muslims in Gaza during the month of Ramadan!,1897006960865612240,,,en,Palestine - Gaza غزة فلسطين,54,292,7378,https://x.com/ZaqoutMe/status/1897006960865612240,2453630404,ZaqoutMe
,,1896785322132021431,Tue Mar 04 04:50:36 +0000 2025,3304,Taraweeh and Tahajjud prayer guide in Ramadan Thread https://t.co/CV5illKayF,1896785322132021431,https://pbs.twimg.com/media/GlK8MHxXkAAKoNm.jpg,,in,,1,9,349,https://x.com/aiishadahir/status/1896785322132021431,1084130057977769984,aiishadahir
,,1896956731206570093,Tue Mar 04 16:11:43 +0000 2025,1904,#Ramadan_day_5 https://t.co/YqepvH5i99,1896956731206570093,https://pbs.twimg.com/media/GlNYF_6aUAAyA7N.jpg,,qme,,6,30,268,https://x.com/RoShZiMu/status/1896956731206570093,1272433334392516610,RoShZiMu
,,1897397331915628812,Wed Mar 05 21:22:30 +0000 2025,823,The most amazing kitchen you'll ever see #Ramadan https://t.co/tz3WiiBkNw,1897397331915628812,https://pbs.twimg.com/ext_tw_video_thumb/1897397294091091968/pu/img/Xaz-dLJUbnK4mKuN.jpg,,en,,1,13,75,https://x.com/IslamicSH_/status/1897397331915628812,984744413036363776,IslamicSH_
,,1896908495678591008,Tue Mar 04 13:00:02 +0000 2025,5661,Muslims in the US gathered to pray for war and crisis-affected countries in New York's Times Square on the second day of the Islamic holy month of Ramadan. https://t.co/eSfteG8IzA,1896908495678591008,https://pbs.twimg.com/amplify_video_thumb/1896862001621544960/img/9U7dVrqDfxlNqflK.jpg,,en,"Doha, Qatar",44,172,1005,https://x.com/AJEnglish/status/1896908495678591008,4970411,AJEnglish
,,1897291158063337477,Wed Mar 05 14:20:36 +0000 2025,1118, May this Ramadan be the one that finally changes our hearts to stay steadfast on our deen all year long. https://t.co/HKA2vUah8L,1897291158063337477,https://pbs.twimg.com/media/GlSIQMRa4AcRpvJ.jpg,,en,World Wide,4,20,165,https://x.com/Al__Quraan/status/1897291158063337477,1230733029070397442,Al__Quraan
,,1896299704373350793,Sun Mar 02 20:40:55 +0000 2025,30810,Sami Zayn wrestled a brutal Unsanctioned match during the month of Ramadan. Warrior. https://t.co/w7xecNvcYw,1896299704373350793,https://pbs.twimg.com/media/GlECiAVXQAEZ4QY.jpg,,en,,79,155,1360,https://x.com/ProWFinesse/status/1896299704373350793,2998815585,ProWFinesse
,,1897073844877422616,Tue Mar 04 23:57:05 +0000 2025,2757,#Ramadan Day 5 https://t.co/NL2FSQ2jTC,1897073844877422616,https://pbs.twimg.com/media/GlPCmyIW8AE4d0y.jpg,,und,Nigeria,8,33,806,https://x.com/islamicstrength/status/1897073844877422616,398035338,islamicstrength
,,1896237684265222293,Sun Mar 02 16:34:28 +0000 2025,3699,Macron che ha ridotto Parigi a una guerriglia urbana vuole garantire la sicurezza nel mondo. Ci vorrebbe il Ramadan delle idiozie in Europa. Un bel mese di silenzio,1896237684265222293,,,it,,18,261,668,https://x.com/Tommasocerno/status/1896237684265222293,66966529,Tommasocerno
,,1896345593766936835,Sun Mar 02 23:43:16 +0000 2025,2627,Ramadan; a chance to build your imaan. https://t.co/yFYcW4Rrf7,1896345593766936835,https://pbs.twimg.com/media/GlEsQlyW8AAHFtv.jpg,,en,World Wide,3,20,358,https://x.com/Al__Quraan/status/1896345593766936835,1230733029070397442,Al__Quraan
,,1887415982248890707,Thu Feb 06 08:20:11 +0000 2025,1291,Work! Kepengen banget deh awal puasa udah ada kerjaan baru btw guys kira-kira kerjaan apa aja yang banyak dibutuhin atau banyak lowongannya pas bulan ramadan?,1887415982248890707,,,in,,11,77,56,https://x.com/worksfess/status/1887415982248890707,1244597361826885636,worksfess
,,1897379912711086504,Wed Mar 05 20:13:17 +0000 2025,365,5 Ramadan 1446 https://t.co/gudUFkYkvB,1897379912711086504,https://pbs.twimg.com/media/GlTY-VCWcAAkvzQ.jpg,,tr,,1,2,66,https://x.com/faresrsf/status/1897379912711086504,1322842590346125319,faresrsf
,,1896466113535545543,Mon Mar 03 07:42:10 +0000 2025,2374,🇫🇷 FLASH - Jean-Luc Mélenchon propose d'utiliser le canal 8 de la TNT pour diffuser l'appel à la prière pendant le ramadan. https://t.co/qZUMvd4bsR,1896466113535545543,https://pbs.twimg.com/media/GlGZ4VAXsAA5b7m.jpg,,fr,République du Quoicoubistan,13,76,391,https://x.com/dictavenir/status/1896466113535545543,1772675604187381761,dictavenir
,,1896688403099553803,Mon Mar 03 22:25:28 +0000 2025,2072,#Ramadan_day_4 https://t.co/jiSn6D9mal,1896688403099553803,https://pbs.twimg.com/media/GlJkDNvaMAAPqMC.jpg,,qme,,7,50,337,https://x.com/RoShZiMu/status/1896688403099553803,1272433334392516610,RoShZiMu
,,1896972074692079776,Tue Mar 04 17:12:41 +0000 2025,1516,Ramadan in Gaza https://t.co/dOA3GNLFMk,1896972074692079776,https://pbs.twimg.com/ext_tw_video_thumb/1896970830925398016/pu/img/tEAWwsg9TFxfsOYi.jpg,,tr,Global ,7,24,416,https://x.com/OnlinePalEng/status/1896972074692079776,1318537581185896448,OnlinePalEng
,,1897292977208524875,Wed Mar 05 14:27:50 +0000 2025,376,#Ramadan_day_5 https://t.co/nFWbaSwlJv,1897292977208524875,https://pbs.twimg.com/media/GlSJ6A0aMAA637d.jpg,,qme,,1,2,55,https://x.com/RoShZiMu/status/1897292977208524875,1272433334392516610,RoShZiMu
,,1897197642054296009,Wed Mar 05 08:09:00 +0000 2025,409,#Ramadan_day_5 https://t.co/hKMh2m9JEz,1897197642054296009,https://pbs.twimg.com/media/GlQzMyxaEAAIlEZ.jpg,,qme,,0,13,57,https://x.com/RoShZiMu/status/1897197642054296009,1272433334392516610,RoShZiMu
,,1896629209210225138,Mon Mar 03 18:30:15 +0000 2025,2198,#Ramadan_day_4 https://t.co/zZ3hhK0wGV,1896629209210225138,https://pbs.twimg.com/media/GlIuNsBbIAA7oxp.jpg,,qme,,14,33,281,https://x.com/RoShZiMu/status/1896629209210225138,1272433334392516610,RoShZiMu
,,1897406791849574610,Wed Mar 05 22:00:05 +0000 2025,2063,Struggling at the Parc Des Princes stadium during Ramadan? Could never be us https://t.co/stQoa9dJTj,1897406791849574610,https://pbs.twimg.com/ext_tw_video_thumb/1837130124497444864/pu/img/nAq7WcALd0GpihpI.jpg,,en,,11,7,172,https://x.com/MahrezRole/status/1897406791849574610,1158523683134160896,MahrezRole
,,1764594590466843125,Mon Mar 04 10:11:49 +0000 2024,1552,Persiapan menjelang Ramadan dan Idul Fitri termasuk ketersediaan bahan pokok merupakan prioritas utama pemerintah. Stok beras nasional dalam kondisi yang baik. Saya harap panen raya yang akan segera terjadi bisa menurunkan harga beras lebih rendah lagi. Meskipun harga gabah di https://t.co/oamcbzpO40,1764594590466843125,https://pbs.twimg.com/media/GH0bcKCbAAAMx5P.jpg,,in,Jakarta,14,262,214,https://x.com/jokowi/status/1764594590466843125,366987179,jokowi
,,1896355211813491072,Mon Mar 03 00:21:29 +0000 2025,2250,A handy Ramaḍān calendar to track your fast and Laylat-Ul Qadr. The Green Calendar is for those who began their fast on Saturday 1st March. The Purple Calendar is for those who began their fast on Sunday 2nd March. https://t.co/5SDeCnqjRc,1896355211813491072,https://pbs.twimg.com/media/GlE0-MKXUAAJcQA.jpg,,en,مسجد,3,6,540,https://x.com/Alhamdhulillaah/status/1896355211813491072,176462613,Alhamdhulillaah
,,1896232114829607048,Sun Mar 02 16:12:21 +0000 2025,12333,17 ans sous Ramadan... Lamine Yamal s'amuse encore et toujours face à des pères de famille cet après-midi. https://t.co/CdVZ0b10EG,1896232114829607048,https://pbs.twimg.com/media/GlDDkqKWsAAnn0N.jpg,,fr,"Paris, France",119,149,720,https://x.com/lnstantFoot/status/1896232114829607048,2333988375,lnstantFoot
,,1896219097006026825,Sun Mar 02 15:20:37 +0000 2025,9499,Man harasses a woman on a London bus for eating her lunch because he is fasting during Ramadan. https://t.co/qVmyrWqhoZ,1896219097006026825,https://pbs.twimg.com/amplify_video_thumb/1895966514508906496/img/SKiVffRPGGnfcaG9.jpg,,en,Earth,328,1301,1394,https://x.com/instablog9ja/status/1896219097006026825,754393222563102720,instablog9ja
,,1895655478933553352,Sat Mar 01 02:01:00 +0000 2025,66162,Ramadan Mubarak to all of those observing around the world!,1895655478933553352,,,en,Cupertino,1150,2000,4897,https://x.com/tim_cook/status/1895655478933553352,1636590253,tim_cook
,,1896321612095635846,Sun Mar 02 22:07:58 +0000 2025,11181,2 Ramadan 1446 AH https://t.co/kh6QMHGwp3,1896321612095635846,https://pbs.twimg.com/media/GlEWdG9XsAAeRwI.jpg,,in,,33,18,1757,https://x.com/yvsmin_/status/1896321612095635846,939815514624483328,yvsmin_
,,1896265894923231595,Sun Mar 02 18:26:34 +0000 2025,24827,Ramadan Lamine https://t.co/q9Lfl6hTUG,1896265894923231595,https://pbs.twimg.com/media/GlDjyBQWQAAjPpT.jpg,,in,"London, England",11,29,761,https://x.com/BarcaTimes/status/1896265894923231595,1603887084,BarcaTimes
,,1772635430120276156,Tue Mar 26 14:43:15 +0000 2024,1533,Siang bolong lagi puasa sender dimaki2 sampe nangis sesegukan di toilet. Tiba2 dapet notif email congratulations rasanya subhannallah bgt berkah ramadan : ) semoga kalian yg tempat kerjanya toxic bisa segera ngalamin hal yg sama juga wrk!,1772635430120276156,,,in,,12,51,88,https://x.com/worksfess/status/1772635430120276156,1244597361826885636,worksfess
,,1897384872714625032,Wed Mar 05 20:33:00 +0000 2025,59,Meanwhile in Germany... Muslims eat in the streets to celebrate Ramadan. https://t.co/CjFDrsvkeQ,1897384872714625032,https://pbs.twimg.com/ext_tw_video_thumb/1897384818578481154/pu/img/49xm472dbB9x9ggP.jpg,,en,United Kingdom,4,29,20,https://x.com/JamesHarvey2503/status/1897384872714625032,1430463370126401539,JamesHarvey2503
,,1897324287943376971,Wed Mar 05 16:32:15 +0000 2025,76,Bayan wajabta azumin Ramadan a kan Musulmi an kuma zayyana wasu mutane da ko dai aka ɗauke wa azumin baki ɗaya ko kuma na wucin gadi. Sheikh Hussaini Zakariyya limamin masallacin Banex Abuja ya lissafa kashe-kashen mutanen. https://t.co/dIhTnE3JZh,1897324287943376971,https://pbs.twimg.com/media/GlSmYofWAAgeYNS.jpg,,in,London,0,4,8,https://x.com/bbchausa/status/1897324287943376971,18168536,bbchausa
,,1896465631999868978,Mon Mar 03 07:40:15 +0000 2025,349, BARU 3 HARI UDAH BANYAK BANGET RAMADAN CORE TIAP VT BEDA BEDA TERUS https://t.co/pHoEfUuIGP,1896465631999868978,https://pbs.twimg.com/media/GlGZcQsXIAADGW9.jpg,,in,Indonesia,3,13,18,https://x.com/tanyakanrl/status/1896465631999868978,1331650559518990336,tanyakanrl
,,1895853356666798201,Sat Mar 01 15:07:18 +0000 2025,36785,Ramadan Mubarak! https://t.co/wMXb4GRncg,1895853356666798201,https://pbs.twimg.com/media/Gk9sk5PXUAEdOFE.jpg,,tr,"Mumbai, India",169,1432,2598,https://x.com/AnilKapoor/status/1895853356666798201,1652526218,AnilKapoor
,,1896433380666789945,Mon Mar 03 05:32:06 +0000 2025,395,Halo guys! Di bulan Ramadan ini aku mau cari tambahan pahala dengan bantu review CV kalian secara gratis hehe. Yang tertarik langsung reply &amp; cek DM ya. Terima kasih! Work!,1896433380666789945,,,in,,1,515,19,https://x.com/worksfess/status/1896433380666789945,1244597361826885636,worksfess
,,1762019262192091145,Mon Feb 26 07:38:23 +0000 2024,4148,Hari ini Senin 26 Februari 2024 dalam Sidang Kabinet Paripurna (SKP) di Istana Negara kami membahas persiapan Ramadan dan Idulfitri sekaligus menyusun Rencana Kerja Pemerintah (RKP) serta kebijakan fiskal tahun 2025. Saya tegaskan kepada seluruh Kementerian/Lembaga terkait https://t.co/ZDnW9ZBvUs,1762019262192091145,https://pbs.twimg.com/media/GHPzK72aIAAKd1n.jpg,,in,Jakarta,96,676,411,https://x.com/jokowi/status/1762019262192091145,366987179,jokowi
,,1897460419171697116,Thu Mar 06 01:33:11 +0000 2025,701,Missing Ramadan Kyrie this year https://t.co/dj7Btcr0Xj,1897460419171697116,https://pbs.twimg.com/media/GlUeOWEXMAAHb_a.jpg,,en,,2,9,18,https://x.com/NBAMemes/status/1897460419171697116,487393551,NBAMemes
,,1897358007434141899,Wed Mar 05 18:46:14 +0000 2025,116,Los palestinos se ponen muy violentos en el Ramadán ¿Hay algún país que se los quiera llevar? https://t.co/ASxnYbGo86,1897358007434141899,https://pbs.twimg.com/ext_tw_video_thumb/1897357604239659008/pu/img/xewvJ8kOLJd4PfWK.jpg,,es,Israel,0,29,42,https://x.com/isaacrrr7/status/1897358007434141899,1283672799777886208,isaacrrr7
,,1897039599236448729,Tue Mar 04 21:41:00 +0000 2025,982,What are your favourite types of dates? #Ramadan https://t.co/RXxAJsuske,1897039599236448729,https://pbs.twimg.com/media/FPXVk-0XoAQqSK4.jpg,,en,مسجد,118,53,165,https://x.com/Alhamdhulillaah/status/1897039599236448729,176462613,Alhamdhulillaah
,,1896771845451637247,Tue Mar 04 03:57:02 +0000 2025,43537,🇵🇸 Ramadan in Palestine https://t.co/3UuVGPpTSE,1896771845451637247,https://pbs.twimg.com/ext_tw_video_thumb/1896771791764262912/pu/img/YGy_sRtylIta4tz8.jpg,,et,"Miami, FL",112,425,7100,https://x.com/jacksonhinklle/status/1896771845451637247,1151913018936053760,jacksonhinklle
,,1896716635664535858,Tue Mar 04 00:17:39 +0000 2025,4110,#Ramadan Day4 https://t.co/3SoBu3wqai,1896716635664535858,https://pbs.twimg.com/media/GlJ9uapXEAACd_h.jpg,,und,Nigeria,16,59,1081,https://x.com/islamicstrength/status/1896716635664535858,398035338,islamicstrength
,,1896307481531580711,Sun Mar 02 21:11:49 +0000 2025,11791,Ramadan from Gaza https://t.co/wRzCZm6tKQ,1896307481531580711,https://pbs.twimg.com/media/GlEJmQpXYAAuxSR.jpg,,en,عربيّ القلب وقلبه اعربُ منه ,36,71,1018,https://x.com/Arabbeau/status/1896307481531580711,714129212869836801,Arabbeau
